,Words,Old_WScore,Position_Weight,SCScore
38,town,701.8280632411067,1.0,701.8280632411067
42,eldoria,701.8280632411067,0.5,350.9140316205534
2,lost,1317.3005671077503,0.22251400560224088,293.11782576924907
41,hidden,701.8280632411067,0.3333333333333333,233.94268774703556
39,librari,701.8280632411067,0.25,175.4570158102767
40,whisper,701.8280632411067,0.2,140.36561264822134
43,secret,701.8280632411067,0.16666666666666666,116.97134387351778
0,aurelia,1473.618147448015,0.07702182284980744,113.50075590100242
6,young,934.4517958412098,0.1111111111111111,103.82797731568996
1,citi,1317.3005671077503,0.0768321513002364,101.2110364799099
11,alina,934.4517958412098,0.1,93.44517958412098
44,knowledg,701.8280632411067,0.125,87.72850790513834
13,curiou,934.4517958412098,0.09090909090909091,84.9501632582918
8,brave,934.4517958412098,0.08333333333333333,77.87098298676747
7,discov,934.4517958412098,0.07692307692307693,71.88090737240076
4,dusti,934.4517958412098,0.07142857142857142,66.7465568458007
5,tome,934.4517958412098,0.06666666666666667,62.29678638941399
10,spoke,934.4517958412098,0.0625,58.40323724007561
3,fill,934.4517958412098,0.05,46.72258979206049
9,treasur,934.4517958412098,0.047619047619047616,44.49770456386713
12,wonder,934.4517958412098,0.045454545454545456,42.4750816291459
25,intrigu,866.3043478260869,0.043478260869565216,37.66540642722117
22,gather,866.3043478260869,0.041666666666666664,36.09601449275362
28,friend,866.3043478260869,0.04,34.65217391304348
23,embark,866.3043478260869,0.038461538461538464,33.319397993311036
21,adventur,866.3043478260869,0.037037037037037035,32.085346215780994
24,dens,866.3043478260869,0.03571428571428571,30.939440993788814
26,forest,866.3043478260869,0.034482758620689655,29.872563718140928
27,treacher,866.3043478260869,0.03333333333333333,28.876811594202895
17,journey,908.233695652174,0.03125,28.382302989130437
20,mountain,866.3043478260869,0.03225806451612903,27.945301542776996
18,face,908.233695652174,0.030303030303030304,27.52223320158103
19,challeng,908.233695652174,0.029411764705882353,26.712755754475705
15,test,908.233695652174,0.02857142857142857,25.949534161490686
14,courag,908.233695652174,0.027777777777777776,25.22871376811594
16,friendship,908.233695652174,0.02702702702702703,24.54685663924795
30,final,707.0304347826087,0.02631578947368421,18.606064073226545
31,trial,707.0304347826087,0.02564102564102564,18.128985507246377
35,unearth,707.0304347826087,0.025,17.67576086956522
29,ruin,707.0304347826087,0.023809523809523808,16.83405797101449
32,reveal,707.0304347826087,0.023255813953488372,16.44256825075834
34,vibrant,707.0304347826087,0.022727272727272728,16.068873517786564
33,mural,707.0304347826087,0.022222222222222223,15.711787439613527
36,artifact,707.0304347826087,0.021739130434782608,15.37022684310019
45,breath,566.358695652174,0.02040816326530612,11.558340727595386
52,life,566.358695652174,0.02,11.32717391304348
48,discoveri,566.358695652174,0.0196078431372549,11.105072463768117
47,remind,566.358695652174,0.019230769230769232,10.891513377926424
49,histori,566.358695652174,0.018867924528301886,10.686013125512716
50,hold,566.358695652174,0.018518518518518517,10.488123993558776
46,stori,566.358695652174,0.01818181818181818,10.297430830039527
53,wait,566.358695652174,0.017857142857142856,10.113548136645964
51,told,566.358695652174,0.017543859649122806,9.936117467582
37,ancient,701.8280632411067,0.0,0.0
